age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre
53,Female,Standard,0.89,42,Europe,TV,13.99,1,Credit Card,3,0.02,Romance
22,Female,Premium,26.78,38,Europe,Desktop,17.99,0,PayPal,4,0.69,Comedy
63,Female,Premium,2.81,0,South America,Tablet,17.99,0,Gift Card,5,2.81,Drama
29,Female,Standard,3.69,1,North America,Tablet,13.99,0,Credit Card,1,1.84,Documentary
62,Male,Standard,27.16,45,Europe,Desktop,13.99,0,Credit Card,2,0.59,Comedy
34,Male,Standard,15.02,13,Europe,Mobile,13.99,0,PayPal,2,1.07,Romance
21,Other,Standard,3.18,41,Europe,Laptop,13.99,1,PayPal,1,0.08,Documentary
53,Male,Basic,79.83,27,Oceania,TV,8.99,0,Gift Card,3,2.85,Sci-Fi
63,Other,Standard,3.13,45,North America,Laptop,13.99,1,Gift Card,2,0.07,Sci-Fi
65,Male,Standard,15.33,17,North America,Desktop,13.99,0,Gift Card,1,0.85,Sci-Fi
45,Male,Standard,2.69,8,Asia,Tablet,13.99,1,Crypto,3,0.3,Drama
53,Female,Basic,0.19,25,North America,Laptop,8.99,1,PayPal,4,0.01,Romance
60,Male,Basic,4.37,59,North America,Laptop,8.99,1,Crypto,2,0.07,Sci-Fi
35,Male,Premium,28.76,23,South America,Tablet,17.99,0,Gift Card,1,1.2,Sci-Fi
51,Female,Standard,1.91,8,Europe,Laptop,13.99,1,PayPal,3,0.21,Comedy
27,Female,Basic,5.3,1,Africa,Mobile,8.99,0,PayPal,2,2.65,Documentary
28,Other,Premium,9.9,19,Europe,Tablet,17.99,0,Gift Card,5,0.49,Sci-Fi
18,Female,Basic,5.64,44,Europe,Tablet,8.99,1,Gift Card,4,0.13,Horror
22,Other,Basic,7.06,58,Asia,Mobile,8.99,1,Credit Card,3,0.12,Documentary
61,Male,Standard,2.15,33,South America,Mobile,13.99,1,Crypto,1,0.06,Sci-Fi
54,Other,Standard,4.69,6,South America,Laptop,13.99,0,Gift Card,5,0.67,Documentary
52,Female,Premium,2.05,24,Africa,Mobile,17.99,1,Gift Card,2,0.08,Romance
24,Male,Premium,26.44,28,Africa,Mobile,17.99,0,Gift Card,1,0.91,Documentary
38,Other,Basic,4.26,42,Europe,Mobile,8.99,1,Gift Card,5,0.1,Action
44,Other,Standard,6.9,21,Europe,Mobile,13.99,0,Gift Card,4,0.31,Horror
64,Male,Standard,8.4,47,South America,TV,13.99,1,Crypto,4,0.18,Documentary
23,Female,Basic,5.22,12,Africa,TV,8.99,0,PayPal,2,0.4,Horror
22,Male,Premium,23.15,42,South America,TV,17.99,0,Gift Card,1,0.54,Sci-Fi
23,Other,Basic,11.07,28,South America,Desktop,8.99,1,PayPal,1,0.38,Sci-Fi
68,Female,Basic,10.14,9,Europe,TV,8.99,0,Gift Card,1,1.01,Sci-Fi
18,Other,Basic,20.15,4,South America,TV,8.99,0,Crypto,4,4.03,Horror
36,Male,Premium,6.59,58,South America,Mobile,17.99,1,Gift Card,5,0.11,Sci-Fi
26,Female,Basic,2.58,16,Asia,Desktop,8.99,1,Credit Card,5,0.15,Horror
33,Male,Standard,8.27,58,Africa,Mobile,13.99,1,Gift Card,4,0.14,Romance
50,Other,Standard,6.11,12,Africa,TV,13.99,0,Debit Card,2,0.47,Documentary
34,Male,Basic,31.66,60,Africa,TV,8.99,0,Gift Card,5,0.52,Sci-Fi
22,Other,Premium,0.76,52,South America,TV,17.99,1,Credit Card,1,0.01,Comedy
61,Female,Basic,4.18,47,South America,Laptop,8.99,1,Debit Card,2,0.09,Drama
30,Female,Basic,2.56,32,Oceania,Tablet,8.99,1,Crypto,1,0.08,Horror
32,Female,Basic,17.67,14,Asia,TV,8.99,0,PayPal,4,1.18,Romance
56,Female,Premium,17.25,52,Oceania,Laptop,17.99,0,PayPal,5,0.33,Sci-Fi
58,Male,Premium,21.56,39,Europe,TV,17.99,0,Crypto,4,0.54,Drama
61,Other,Premium,5.87,8,Africa,Laptop,17.99,0,Crypto,5,0.65,Horror
51,Other,Basic,2.42,9,Europe,Tablet,8.99,1,Crypto,5,0.24,Documentary
24,Other,Premium,2.43,32,Oceania,TV,17.99,1,Debit Card,2,0.07,Documentary
40,Male,Premium,18.06,21,Oceania,Desktop,17.99,0,Gift Card,1,0.82,Sci-Fi
51,Other,Premium,7.64,13,Africa,Laptop,17.99,0,Gift Card,2,0.55,Romance
56,Other,Premium,1.54,10,Africa,Tablet,17.99,1,Credit Card,3,0.14,Romance
53,Other,Premium,21.9,28,Africa,Desktop,17.99,0,Credit Card,2,0.76,Documentary
20,Other,Standard,2.13,8,Oceania,Desktop,13.99,1,Gift Card,3,0.24,Horror
43,Other,Basic,4.07,19,Asia,Desktop,8.99,1,Debit Card,3,0.2,Horror
64,Female,Basic,0.65,43,Asia,Laptop,8.99,1,PayPal,3,0.01,Drama
40,Female,Premium,6.11,28,North America,Desktop,17.99,0,Credit Card,1,0.21,Romance
29,Female,Premium,4.53,15,North America,Mobile,17.99,0,Credit Card,4,0.28,Horror
47,Other,Premium,15.18,30,Asia,Desktop,17.99,0,Crypto,4,0.49,Horror
51,Female,Basic,13.92,29,South America,Desktop,8.99,1,Gift Card,1,0.46,Drama
25,Male,Premium,5.62,49,Africa,Tablet,17.99,0,Credit Card,5,0.11,Horror
35,Female,Standard,2.42,59,Europe,Laptop,13.99,1,PayPal,3,0.04,Drama
38,Male,Basic,9.06,30,Europe,Mobile,8.99,0,Credit Card,2,0.29,Drama
58,Female,Basic,34.53,0,Asia,TV,8.99,0,Gift Card,4,34.53,Romance
68,Other,Basic,2.28,6,Asia,Desktop,8.99,1,Credit Card,3,0.33,Romance
28,Female,Standard,28.8,49,South America,Laptop,13.99,0,Credit Card,3,0.58,Documentary
57,Male,Standard,14.87,46,North America,Tablet,13.99,0,Debit Card,4,0.32,Romance
52,Other,Basic,13.94,56,Asia,Desktop,8.99,1,PayPal,3,0.24,Documentary
70,Female,Premium,10.54,0,Europe,Desktop,17.99,0,Crypto,4,10.54,Documentary
68,Female,Standard,56.43,18,Asia,Tablet,13.99,0,PayPal,2,2.97,Romance
53,Other,Standard,39.33,16,Oceania,Laptop,13.99,0,Debit Card,4,2.31,Documentary
44,Male,Basic,15.61,30,North America,Desktop,8.99,0,Crypto,5,0.5,Romance
68,Female,Standard,0.22,51,Asia,Desktop,13.99,1,Credit Card,1,0.0,Sci-Fi
64,Female,Standard,3.92,17,Oceania,Desktop,13.99,0,Credit Card,5,0.22,Horror
65,Female,Standard,2.26,60,South America,Mobile,13.99,1,Credit Card,2,0.04,Horror
28,Female,Premium,1.79,5,Oceania,TV,17.99,0,Gift Card,5,0.3,Drama
50,Male,Premium,22.44,29,Europe,Tablet,17.99,0,Credit Card,2,0.75,Action
59,Female,Standard,23.59,43,North America,Desktop,13.99,0,Debit Card,1,0.54,Romance
38,Other,Premium,24.19,22,Oceania,Mobile,17.99,0,Gift Card,2,1.05,Romance
49,Female,Basic,6.56,10,Africa,TV,8.99,0,Debit Card,5,0.6,Comedy
40,Male,Standard,16.13,47,Asia,Mobile,13.99,0,Debit Card,5,0.34,Comedy
39,Female,Standard,19.16,60,Africa,Tablet,13.99,0,Debit Card,5,0.31,Horror
34,Female,Standard,1.28,57,Africa,Tablet,13.99,1,Crypto,4,0.02,Romance
20,Male,Premium,32.04,26,Europe,Tablet,17.99,0,PayPal,3,1.19,Action
28,Female,Premium,0.12,2,North America,Laptop,17.99,0,PayPal,5,0.04,Comedy
18,Female,Standard,0.25,37,Africa,Laptop,13.99,1,Debit Card,5,0.01,Sci-Fi
19,Male,Basic,4.46,50,Africa,Desktop,8.99,1,Credit Card,3,0.09,Documentary
32,Other,Premium,4.24,14,Africa,TV,17.99,1,Gift Card,2,0.28,Drama
19,Female,Standard,8.62,57,Asia,Laptop,13.99,1,PayPal,3,0.15,Action
22,Female,Basic,11.96,45,Europe,Mobile,8.99,1,PayPal,2,0.26,Action
55,Male,Standard,10.1,4,Asia,Desktop,13.99,0,Debit Card,4,2.02,Sci-Fi
21,Female,Standard,0.44,1,Asia,Tablet,13.99,1,PayPal,1,0.22,Romance
39,Other,Premium,1.12,27,North America,Mobile,17.99,1,Gift Card,5,0.04,Sci-Fi
53,Other,Basic,14.1,42,North America,Laptop,8.99,1,PayPal,5,0.33,Horror
27,Other,Premium,30.8,16,Europe,Desktop,17.99,0,PayPal,2,1.81,Action
29,Other,Standard,10.74,27,South America,Tablet,13.99,0,PayPal,5,0.38,Drama
70,Female,Standard,8.27,60,Europe,Tablet,13.99,1,Gift Card,3,0.14,Comedy
51,Male,Standard,12.91,42,North America,Tablet,13.99,1,Debit Card,1,0.3,Comedy
26,Other,Premium,9.23,10,North America,Desktop,17.99,0,Gift Card,3,0.84,Documentary
63,Female,Basic,0.52,1,Africa,Tablet,8.99,1,PayPal,4,0.26,Comedy
66,Male,Basic,2.18,15,South America,Laptop,8.99,1,Debit Card,5,0.14,Horror
57,Other,Premium,29.23,3,South America,Laptop,17.99,0,Credit Card,1,7.31,Romance
53,Other,Premium,1.64,5,North America,Laptop,17.99,1,Crypto,1,0.27,Horror
47,Other,Basic,5.53,17,North America,Laptop,8.99,0,Debit Card,2,0.31,Romance
34,Male,Basic,9.96,8,North America,Tablet,8.99,0,Credit Card,2,1.11,Action
26,Male,Basic,4.27,36,Oceania,Laptop,8.99,1,PayPal,3,0.12,Action
67,Female,Standard,43.24,34,Africa,Tablet,13.99,0,Credit Card,3,1.24,Sci-Fi
32,Other,Standard,27.77,2,Oceania,Tablet,13.99,0,Crypto,3,9.26,Sci-Fi
24,Other,Standard,1.57,16,Africa,Laptop,13.99,0,PayPal,5,0.09,Documentary
24,Other,Standard,5.4,7,Asia,Laptop,13.99,0,Gift Card,5,0.68,Sci-Fi
31,Male,Basic,3.86,8,Europe,TV,8.99,1,PayPal,4,0.43,Action
34,Other,Premium,10.51,13,Europe,Desktop,17.99,0,Credit Card,5,0.75,Horror
70,Female,Basic,7.47,58,North America,Desktop,8.99,1,Gift Card,2,0.13,Romance
18,Male,Premium,0.72,47,Oceania,TV,17.99,1,Crypto,3,0.01,Documentary
49,Male,Basic,18.97,60,Oceania,Mobile,8.99,1,Gift Card,3,0.31,Action
25,Female,Basic,4.02,48,North America,Desktop,8.99,1,Credit Card,4,0.08,Sci-Fi
23,Female,Basic,13.62,33,Oceania,Desktop,8.99,1,Gift Card,2,0.4,Comedy
32,Female,Standard,4.69,48,South America,Laptop,13.99,1,Credit Card,4,0.1,Sci-Fi
19,Female,Standard,1.68,6,North America,Laptop,13.99,0,Credit Card,3,0.24,Documentary
21,Male,Standard,8.69,22,South America,Desktop,13.99,0,Credit Card,2,0.38,Horror
57,Male,Standard,12.67,50,North America,TV,13.99,1,Crypto,2,0.25,Documentary
53,Male,Standard,13.02,41,Africa,TV,13.99,1,Gift Card,3,0.31,Romance
67,Other,Premium,53.67,47,Africa,Laptop,17.99,0,PayPal,2,1.12,Romance
66,Male,Premium,11.94,43,Asia,Tablet,17.99,0,Credit Card,4,0.27,Documentary
33,Male,Basic,24.4,35,Europe,TV,8.99,0,PayPal,2,0.68,Drama
23,Female,Premium,3.0,59,South America,Desktop,17.99,1,Crypto,5,0.05,Sci-Fi
58,Male,Standard,12.42,20,Oceania,Tablet,13.99,0,Credit Card,5,0.59,Romance
49,Male,Standard,35.69,42,North America,TV,13.99,0,Credit Card,2,0.83,Drama
24,Female,Standard,12.3,32,Asia,Laptop,13.99,1,Gift Card,4,0.37,Comedy
57,Female,Premium,23.63,34,Africa,Laptop,17.99,0,Credit Card,5,0.68,Drama
61,Female,Basic,4.48,28,North America,Laptop,8.99,1,Gift Card,5,0.15,Action
38,Female,Standard,3.26,20,Oceania,Laptop,13.99,0,PayPal,4,0.16,Sci-Fi
67,Other,Basic,4.31,37,Africa,Laptop,8.99,1,Debit Card,5,0.11,Sci-Fi
64,Female,Premium,6.41,4,North America,Tablet,17.99,0,Credit Card,1,1.28,Sci-Fi
26,Male,Standard,24.88,15,Asia,Tablet,13.99,0,Gift Card,1,1.55,Action
68,Female,Basic,9.48,4,Oceania,Tablet,8.99,0,Credit Card,2,1.9,Drama
27,Female,Basic,7.52,34,Oceania,Mobile,8.99,1,Crypto,5,0.21,Romance
24,Other,Standard,17.37,17,Africa,Desktop,13.99,0,Debit Card,1,0.97,Horror
28,Male,Basic,25.3,8,North America,Tablet,8.99,0,Gift Card,5,2.81,Horror
35,Other,Basic,29.26,36,Africa,Laptop,8.99,0,Debit Card,1,0.79,Comedy
54,Other,Standard,27.56,28,Asia,Laptop,13.99,0,PayPal,5,0.95,Horror
22,Other,Basic,11.74,33,Africa,Desktop,8.99,1,Crypto,2,0.35,Documentary
60,Male,Standard,12.22,17,Africa,TV,13.99,0,Debit Card,2,0.68,Drama
37,Female,Standard,1.64,8,Asia,Laptop,13.99,1,Credit Card,1,0.18,Action
30,Male,Basic,1.3,56,Africa,TV,8.99,1,Credit Card,1,0.02,Documentary
21,Male,Standard,51.45,24,Asia,Laptop,13.99,0,Credit Card,1,2.06,Romance
40,Other,Premium,3.41,26,North America,TV,17.99,0,Credit Card,5,0.13,Action
69,Male,Standard,32.2,13,Asia,Mobile,13.99,0,Debit Card,1,2.3,Documentary
29,Other,Basic,15.49,31,Africa,Laptop,8.99,1,Gift Card,3,0.48,Documentary
60,Female,Premium,16.05,56,North America,Laptop,17.99,0,PayPal,4,0.28,Documentary
36,Male,Premium,5.72,21,Oceania,Tablet,17.99,0,Debit Card,1,0.26,Comedy
57,Female,Basic,3.81,1,Africa,Desktop,8.99,1,Gift Card,2,1.91,Drama
19,Female,Standard,8.54,6,Africa,TV,13.99,0,Credit Card,3,1.22,Romance
43,Female,Premium,16.6,17,North America,Laptop,17.99,0,Gift Card,3,0.92,Drama
45,Other,Premium,19.18,49,North America,Mobile,17.99,1,Gift Card,5,0.38,Documentary
31,Other,Standard,4.11,33,North America,TV,13.99,1,Crypto,5,0.12,Drama
38,Female,Premium,3.26,36,Africa,Tablet,17.99,1,Gift Card,1,0.09,Documentary
59,Male,Basic,14.13,4,Asia,Mobile,8.99,0,PayPal,2,2.83,Horror
42,Male,Premium,3.39,30,South America,Mobile,17.99,0,Debit Card,5,0.11,Drama
47,Other,Basic,14.58,56,Asia,Desktop,8.99,1,Credit Card,3,0.26,Documentary
58,Male,Premium,23.87,47,Oceania,Desktop,17.99,0,Crypto,2,0.5,Drama
41,Male,Premium,11.91,18,South America,Tablet,17.99,0,Credit Card,3,0.63,Action
40,Other,Standard,0.65,16,Asia,Tablet,13.99,1,Gift Card,5,0.04,Horror
59,Male,Standard,6.99,28,Asia,Mobile,13.99,0,Credit Card,3,0.24,Romance
52,Female,Premium,2.69,54,South America,Mobile,17.99,1,Crypto,3,0.05,Sci-Fi
61,Female,Standard,38.55,11,Europe,Desktop,13.99,0,Debit Card,4,3.21,Comedy
52,Other,Basic,33.99,30,Asia,Laptop,8.99,0,Credit Card,2,1.1,Drama
39,Other,Standard,6.67,49,Oceania,Desktop,13.99,1,Crypto,1,0.13,Documentary
33,Female,Basic,1.96,18,Europe,Tablet,8.99,1,Debit Card,2,0.1,Action
24,Other,Basic,1.97,39,Oceania,Mobile,8.99,1,Credit Card,3,0.05,Horror
53,Male,Basic,25.23,5,Europe,Desktop,8.99,0,Credit Card,1,4.21,Documentary
25,Female,Standard,0.09,40,North America,TV,13.99,1,Credit Card,1,0.0,Horror
40,Female,Standard,12.53,30,North America,Mobile,13.99,0,Crypto,4,0.4,Documentary
46,Male,Premium,4.4,24,South America,Tablet,17.99,0,PayPal,4,0.18,Documentary
67,Other,Premium,1.54,27,Asia,Desktop,17.99,1,Crypto,2,0.06,Horror
20,Male,Standard,17.28,50,South America,Desktop,13.99,0,PayPal,5,0.34,Comedy
22,Male,Premium,13.87,24,North America,Desktop,17.99,0,Credit Card,5,0.55,Comedy
39,Female,Premium,4.25,21,South America,Laptop,17.99,1,PayPal,3,0.19,Sci-Fi
53,Male,Basic,15.01,25,Asia,Tablet,8.99,0,Debit Card,2,0.58,Romance
53,Other,Basic,16.65,0,Europe,Desktop,8.99,0,Debit Card,4,16.65,Sci-Fi
20,Male,Basic,6.06,37,North America,TV,8.99,1,Debit Card,5,0.16,Comedy
62,Female,Basic,26.62,55,Europe,TV,8.99,0,Debit Card,4,0.48,Action
62,Female,Premium,1.26,34,Africa,TV,17.99,1,Credit Card,2,0.04,Documentary
41,Female,Standard,1.21,20,South America,Tablet,13.99,1,Gift Card,5,0.06,Sci-Fi
30,Female,Basic,6.53,49,Africa,Tablet,8.99,1,Gift Card,5,0.13,Sci-Fi
48,Male,Basic,15.91,21,Europe,TV,8.99,0,Gift Card,2,0.72,Documentary
18,Other,Basic,2.02,2,Oceania,Mobile,8.99,0,Crypto,5,0.67,Documentary
23,Other,Premium,11.18,46,Asia,Tablet,17.99,0,Debit Card,4,0.24,Action
68,Other,Basic,0.12,26,South America,TV,8.99,1,Crypto,2,0.0,Documentary
30,Male,Premium,24.6,9,North America,Tablet,17.99,0,Credit Card,4,2.46,Documentary
61,Male,Standard,27.06,32,Africa,Laptop,13.99,0,Debit Card,3,0.82,Drama
31,Other,Premium,0.62,39,Europe,Tablet,17.99,1,Gift Card,2,0.02,Action
44,Other,Standard,10.18,56,North America,Laptop,13.99,1,Debit Card,3,0.18,Romance
26,Male,Standard,6.52,23,South America,Desktop,13.99,0,PayPal,2,0.27,Comedy
55,Male,Premium,2.47,7,Africa,Desktop,17.99,0,Debit Card,4,0.31,Romance
40,Male,Standard,3.48,29,Oceania,Laptop,13.99,0,Debit Card,4,0.12,Drama
59,Other,Basic,20.49,26,Asia,Tablet,8.99,0,Debit Card,1,0.76,Horror
51,Other,Premium,20.55,20,South America,TV,17.99,0,Credit Card,5,0.98,Sci-Fi
26,Other,Basic,0.94,30,Europe,Desktop,8.99,1,Credit Card,4,0.03,Drama
56,Female,Basic,0.4,38,Oceania,Mobile,8.99,1,Debit Card,5,0.01,Action
66,Male,Standard,1.97,2,Europe,Laptop,13.99,0,Credit Card,4,0.66,Sci-Fi
35,Female,Standard,58.33,42,Oceania,Laptop,13.99,0,Crypto,4,1.36,Horror
28,Male,Premium,16.88,20,Oceania,Mobile,17.99,0,PayPal,2,0.8,Sci-Fi
66,Male,Standard,0.8,32,Oceania,TV,13.99,1,Debit Card,1,0.02,Drama
19,Male,Basic,23.08,15,Africa,Desktop,8.99,0,Gift Card,3,1.44,Comedy
32,Other,Basic,14.84,10,Europe,Desktop,8.99,0,Crypto,2,1.35,Sci-Fi
63,Male,Premium,9.84,3,North America,Laptop,17.99,0,PayPal,4,2.46,Comedy
69,Other,Standard,31.16,47,Asia,Mobile,13.99,0,Debit Card,5,0.65,Documentary
24,Female,Basic,1.42,40,Oceania,Mobile,8.99,1,Debit Card,4,0.03,Romance
24,Male,Basic,0.9,40,Europe,Laptop,8.99,1,Gift Card,5,0.02,Documentary
62,Female,Premium,6.48,25,Europe,Desktop,17.99,0,Crypto,4,0.25,Documentary
64,Male,Standard,1.42,42,Oceania,Laptop,13.99,1,PayPal,3,0.03,Horror
69,Female,Basic,10.1,24,Africa,TV,8.99,0,Credit Card,2,0.4,Sci-Fi
32,Other,Premium,4.69,12,Asia,Mobile,17.99,1,Credit Card,3,0.36,Documentary
67,Female,Premium,0.61,12,Oceania,Tablet,17.99,1,Crypto,3,0.05,Documentary
37,Other,Basic,18.15,54,North America,Desktop,8.99,1,Debit Card,1,0.33,Sci-Fi
34,Male,Standard,2.89,36,North America,TV,13.99,1,Debit Card,3,0.08,Sci-Fi
21,Female,Basic,23.78,9,Oceania,Laptop,8.99,0,Credit Card,3,2.38,Romance
50,Male,Premium,8.48,13,Asia,Tablet,17.99,0,PayPal,3,0.61,Sci-Fi
56,Male,Basic,27.15,15,Europe,TV,8.99,0,Credit Card,1,1.7,Action
52,Male,Basic,6.78,2,Asia,Mobile,8.99,0,Gift Card,1,2.26,Romance
62,Male,Premium,0.62,8,Asia,Mobile,17.99,1,PayPal,1,0.07,Horror
53,Female,Basic,0.01,55,Africa,Mobile,8.99,1,PayPal,3,0.0,Documentary
46,Female,Basic,4.15,50,North America,TV,8.99,1,Debit Card,2,0.08,Documentary
65,Female,Standard,16.1,9,Africa,TV,13.99,0,PayPal,4,1.61,Documentary
33,Female,Standard,26.73,28,Asia,Desktop,13.99,0,Gift Card,3,0.92,Horror
37,Other,Basic,1.32,11,South America,TV,8.99,1,Gift Card,5,0.11,Horror
52,Male,Premium,27.41,1,Africa,Laptop,17.99,0,Crypto,2,13.71,Action
30,Female,Standard,19.84,29,Africa,TV,13.99,0,Debit Card,1,0.66,Drama
38,Other,Premium,3.64,39,Africa,Desktop,17.99,1,Gift Card,5,0.09,Drama
62,Female,Premium,10.68,46,South America,Tablet,17.99,1,Crypto,1,0.23,Documentary
22,Other,Basic,29.96,43,North America,TV,8.99,0,Crypto,5,0.68,Romance
55,Other,Premium,38.31,32,Asia,Mobile,17.99,0,Crypto,1,1.16,Sci-Fi
48,Male,Premium,1.64,11,North America,Mobile,17.99,1,Gift Card,1,0.14,Drama
54,Other,Standard,8.55,57,Oceania,Mobile,13.99,1,PayPal,1,0.15,Horror
27,Other,Standard,3.92,56,Oceania,Desktop,13.99,1,Debit Card,1,0.07,Drama
59,Other,Premium,4.8,1,Africa,Desktop,17.99,0,PayPal,1,2.4,Drama
39,Other,Premium,11.29,7,Europe,Tablet,17.99,0,Gift Card,1,1.41,Documentary
19,Other,Premium,0.4,15,South America,Mobile,17.99,1,Gift Card,1,0.03,Sci-Fi
29,Other,Standard,2.33,56,Asia,Desktop,13.99,1,Crypto,2,0.04,Sci-Fi
33,Male,Premium,1.98,5,Europe,Desktop,17.99,0,Credit Card,2,0.33,Sci-Fi
62,Other,Basic,1.31,46,Asia,Desktop,8.99,1,Crypto,2,0.03,Sci-Fi
45,Male,Standard,8.71,23,South America,Tablet,13.99,0,Credit Card,5,0.36,Comedy
48,Other,Standard,4.65,19,Oceania,Laptop,13.99,0,Debit Card,4,0.23,Romance
19,Male,Basic,15.61,8,Africa,Tablet,8.99,0,Crypto,2,1.73,Horror
20,Female,Premium,27.16,53,South America,Tablet,17.99,0,Credit Card,1,0.5,Documentary
59,Female,Basic,10.22,53,Oceania,Mobile,8.99,1,Credit Card,4,0.19,Sci-Fi
41,Other,Basic,11.39,44,South America,Mobile,8.99,1,Gift Card,3,0.25,Romance
41,Female,Premium,1.5,60,South America,Desktop,17.99,1,Gift Card,5,0.02,Horror
47,Female,Standard,13.28,20,Europe,Mobile,13.99,0,PayPal,3,0.63,Documentary
46,Male,Premium,4.67,58,Asia,TV,17.99,1,PayPal,1,0.08,Documentary
33,Female,Basic,1.18,42,Asia,TV,8.99,1,Debit Card,5,0.03,Horror
21,Male,Premium,11.78,4,Oceania,Laptop,17.99,0,Crypto,3,2.36,Drama
66,Male,Basic,1.92,27,South America,Laptop,8.99,1,Gift Card,5,0.07,Horror
37,Male,Premium,3.73,31,Asia,TV,17.99,1,PayPal,5,0.12,Documentary
49,Male,Standard,9.39,22,Europe,Laptop,13.99,0,Gift Card,1,0.41,Action
66,Female,Standard,7.74,6,South America,Laptop,13.99,0,Credit Card,4,1.11,Horror
35,Other,Basic,0.57,56,South America,Mobile,8.99,1,PayPal,2,0.01,Comedy
65,Male,Standard,4.3,46,Africa,Mobile,13.99,1,PayPal,3,0.09,Comedy
20,Other,Standard,22.07,59,Oceania,Desktop,13.99,0,Debit Card,1,0.37,Comedy
25,Female,Standard,10.7,39,Europe,TV,13.99,1,Crypto,1,0.27,Romance
32,Male,Standard,1.88,40,North America,Tablet,13.99,1,Crypto,4,0.05,Romance
59,Other,Premium,0.95,55,South America,Desktop,17.99,1,Crypto,4,0.02,Comedy
34,Female,Basic,16.43,56,Europe,TV,8.99,1,Debit Card,2,0.29,Romance
62,Other,Premium,12.37,30,Europe,TV,17.99,0,Credit Card,2,0.4,Action
55,Other,Basic,17.87,4,South America,Tablet,8.99,0,Credit Card,1,3.57,Romance
40,Other,Standard,12.82,36,Asia,TV,13.99,1,Credit Card,2,0.35,Romance
51,Male,Premium,10.86,46,Europe,Mobile,17.99,0,Credit Card,4,0.23,Sci-Fi
29,Other,Premium,1.78,51,Oceania,Mobile,17.99,1,Crypto,5,0.03,Horror
49,Female,Basic,13.93,34,North America,Laptop,8.99,1,Credit Card,2,0.4,Comedy
38,Male,Premium,2.95,40,Oceania,Laptop,17.99,1,Credit Card,2,0.07,Romance
49,Other,Basic,16.82,5,Asia,TV,8.99,0,Gift Card,5,2.8,Romance
48,Male,Premium,28.14,60,Africa,Mobile,17.99,0,Credit Card,2,0.46,Comedy
45,Male,Premium,8.28,16,South America,Desktop,17.99,0,Debit Card,5,0.49,Horror
39,Female,Basic,10.64,57,Oceania,Laptop,8.99,1,Debit Card,1,0.18,Action
63,Other,Basic,0.85,36,North America,Mobile,8.99,1,Credit Card,3,0.02,Sci-Fi
21,Female,Basic,2.29,26,Asia,TV,8.99,1,Crypto,4,0.08,Documentary
36,Other,Standard,23.37,57,Africa,TV,13.99,0,Credit Card,5,0.4,Comedy
63,Male,Basic,3.01,60,South America,TV,8.99,1,Debit Card,5,0.05,Drama
54,Female,Basic,27.8,9,North America,TV,8.99,0,Gift Card,4,2.78,Horror
22,Female,Standard,10.29,17,South America,Desktop,13.99,0,Gift Card,5,0.57,Comedy
33,Male,Standard,7.45,0,Europe,Mobile,13.99,0,PayPal,4,7.45,Action
28,Female,Basic,2.63,54,Europe,TV,8.99,1,Credit Card,4,0.05,Action
22,Female,Premium,14.27,17,North America,Desktop,17.99,0,Credit Card,4,0.79,Comedy
22,Male,Premium,4.9,1,North America,TV,17.99,0,Gift Card,5,2.45,Drama
18,Other,Basic,2.48,45,Africa,Laptop,8.99,1,Gift Card,2,0.05,Horror
49,Female,Premium,0.48,35,North America,Laptop,17.99,1,PayPal,3,0.01,Sci-Fi
23,Male,Premium,12.6,54,Asia,TV,17.99,1,Crypto,1,0.23,Documentary
69,Female,Premium,1.35,8,North America,Mobile,17.99,1,Debit Card,3,0.15,Drama
42,Male,Standard,4.11,54,Asia,Mobile,13.99,1,Debit Card,1,0.07,Sci-Fi
40,Other,Basic,27.26,24,Africa,Mobile,8.99,0,Crypto,1,1.09,Action
26,Male,Standard,24.13,27,Africa,Tablet,13.99,0,Credit Card,3,0.86,Comedy
46,Male,Premium,13.66,31,South America,Mobile,17.99,1,PayPal,1,0.43,Comedy
19,Male,Standard,10.58,9,South America,Desktop,13.99,0,Credit Card,1,1.06,Documentary
26,Male,Premium,0.73,44,Oceania,Desktop,17.99,1,Gift Card,5,0.02,Sci-Fi
27,Female,Premium,2.66,32,Asia,TV,17.99,1,Gift Card,3,0.08,Comedy
40,Female,Premium,0.12,28,Oceania,Desktop,17.99,1,Crypto,4,0.0,Romance
58,Other,Basic,0.76,44,Europe,Tablet,8.99,1,Gift Card,4,0.02,Sci-Fi
36,Other,Standard,22.9,47,South America,Desktop,13.99,0,Crypto,2,0.48,Documentary
67,Female,Premium,3.36,23,North America,Tablet,17.99,1,Credit Card,3,0.14,Romance
24,Female,Standard,4.1,21,Europe,Mobile,13.99,0,Credit Card,5,0.19,Romance
37,Other,Basic,8.77,41,Europe,TV,8.99,1,Crypto,2,0.21,Horror
26,Female,Premium,22.8,24,Asia,Laptop,17.99,0,Credit Card,4,0.91,Sci-Fi
63,Male,Standard,0.88,21,Oceania,Mobile,13.99,1,Crypto,1,0.04,Action
38,Male,Premium,43.56,26,Oceania,Laptop,17.99,0,Debit Card,3,1.61,Horror
54,Other,Standard,6.59,40,North America,Desktop,13.99,1,Crypto,4,0.16,Horror
57,Male,Basic,4.15,17,Africa,Desktop,8.99,1,Debit Card,5,0.23,Drama
